scenario_id,event_type,venue_type,guest_count,room_length_m,room_width_m,room_area_m2,budget_pkr,budget_per_guest_pkr,age_group,time_of_day,preferred_color,preferred_style,theme_label,cake_label,decor_label,layout_label,recommended_servings,labelled_by,confidence,source,review_status,dataset_split,generation_seed,rule_notes
BSAR0741,birthday,hall,40,10.2,5.9,60.2,399000,9975,adult,day,green,minimal,modern_minimal,single_tier_square,luxury_stage,full_stage_setup,40,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0742,birthday,restaurant,20,6.8,5.9,40.1,73000,3650,adult,day,pink,colourful,colourful_cartoon,single_tier_round,balloon_setup,single_cake_table,20,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0743,baby_shower,home,22,6.7,4.9,32.8,49000,2227,adult,day,mixed,colourful,colourful_cartoon,single_tier_round,minimal_backdrop,single_cake_table,22,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0744,graduation,hall,90,13.7,9.1,124.7,148000,1644,adult,night,mixed,minimal,modern_minimal,two_tier_round,minimal_backdrop,two_side_tables,90,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0745,birthday,restaurant,77,11.5,8.6,98.9,399000,5182,child,day,mixed,elegant,colourful_cartoon,two_tier_floral,flower_wall,two_side_tables,77,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0746,birthday,outdoor,13,7.8,4.1,32,61000,4692,teenager,night,white,elegant,modern_minimal,single_tier_round,rustic_wood_setup,single_cake_table,13,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0747,wedding,outdoor,77,15.3,8.1,123.9,362000,4701,adult,night,white,rustic,rustic_natural,two_tier_floral,flower_wall,two_side_tables,77,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0748,wedding,restaurant,182,21.4,11.6,248.2,737000,4049,adult,night,green,elegant,modern_minimal,three_tier_luxury,rustic_wood_setup,two_side_tables,182,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0749,wedding,home,16,5,3.5,17.5,39000,2438,adult,night,gold,elegant,elegant_gold,single_tier_round,minimal_backdrop,single_cake_table,16,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0750,wedding,home,27,7.2,5.1,36.7,69000,2556,mixed,night,white,elegant,traditional_luxury,single_tier_square,balloon_setup,single_cake_table,27,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0751,birthday,home,32,7.5,4.5,33.8,124000,3875,child,day,white,minimal,pastel_floral,single_tier_square,flower_wall,cake_and_dessert_table,32,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0752,graduation,restaurant,43,8.8,5.5,48.4,75000,1744,adult,night,white,elegant,rustic_natural,two_tier_round,minimal_backdrop,cake_and_dessert_table,43,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0753,baby_shower,restaurant,49,9.6,6.2,59.5,623000,12714,adult,night,mixed,elegant,rustic_natural,two_tier_round,luxury_stage,full_stage_setup,49,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0754,birthday,hall,54,9.7,7.1,68.9,255000,4722,mixed,night,blue,colourful,colourful_cartoon,two_tier_round,flower_wall,cake_and_dessert_table,54,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0755,graduation,outdoor,103,18.6,10.8,200.9,302000,2932,mixed,night,green,elegant,modern_minimal,three_tier_luxury,flower_wall,two_side_tables,103,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0756,wedding,outdoor,80,16.9,9,152.1,190000,2375,mixed,night,green,traditional,traditional_luxury,two_tier_round,balloon_setup,two_side_tables,80,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0757,graduation,hall,116,14.6,10.7,156.2,232000,2000,teenager,day,white,minimal,modern_minimal,two_tier_floral,balloon_setup,full_stage_setup,116,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0758,wedding,hall,139,16.6,9.9,164.3,322000,2317,adult,day,pink,elegant,pastel_floral,three_tier_luxury,minimal_backdrop,full_stage_setup,139,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0759,birthday,outdoor,20,7.6,5,38,112000,5600,teenager,day,gold,minimal,modern_minimal,single_tier_square,flower_wall,single_cake_table,20,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0760,wedding,hall,63,10.8,9.4,101.5,298000,4730,adult,night,mixed,minimal,modern_minimal,two_tier_round,flower_wall,cake_and_dessert_table,63,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0761,baby_shower,home,25,6.1,5.3,32.3,51000,2040,adult,night,pink,minimal,pastel_floral,single_tier_square,balloon_setup,single_cake_table,25,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0762,anniversary,home,32,8,5.7,45.6,91000,2844,mixed,day,pink,elegant,pastel_floral,single_tier_square,minimal_backdrop,cake_and_dessert_table,32,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0763,birthday,home,36,8.2,5.6,45.9,87000,2417,child,day,pink,colourful,colourful_cartoon,single_tier_square,minimal_backdrop,cake_and_dessert_table,36,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0764,birthday,home,56,9.7,6.6,64,96000,1714,child,night,red,colourful,colourful_cartoon,two_tier_round,minimal_backdrop,cake_and_dessert_table,56,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0765,anniversary,home,48,7.7,5.6,43.1,119000,2479,adult,day,white,traditional,traditional_luxury,two_tier_round,balloon_setup,cake_and_dessert_table,48,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0766,wedding,home,20,6.4,3.8,24.3,70000,3500,adult,night,white,traditional,elegant_gold,single_tier_round,flower_wall,single_cake_table,20,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0767,baby_shower,hall,116,17.7,10.1,178.8,1231000,10612,adult,day,pink,elegant,pastel_floral,two_tier_floral,luxury_stage,full_stage_setup,116,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0768,graduation,outdoor,25,8.4,4.8,40.3,80000,3200,adult,day,red,elegant,traditional_luxury,single_tier_square,rustic_wood_setup,single_cake_table,25,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0769,birthday,restaurant,103,14.9,10.1,150.5,254000,2466,child,day,purple,minimal,pastel_floral,two_tier_floral,minimal_backdrop,two_side_tables,103,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0770,birthday,restaurant,53,10.9,6.2,67.6,159000,3000,child,night,mixed,minimal,modern_minimal,two_tier_round,flower_wall,cake_and_dessert_table,53,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0771,anniversary,hall,98,12.9,11.4,147.1,956000,9755,adult,night,white,elegant,elegant_gold,two_tier_floral,luxury_stage,full_stage_setup,98,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0772,anniversary,restaurant,11,5.6,3.9,21.8,168000,15273,adult,day,purple,traditional,traditional_luxury,single_tier_round,luxury_stage,full_stage_setup,11,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0773,graduation,restaurant,65,11.6,7.8,90.5,685000,10538,adult,day,white,elegant,modern_minimal,two_tier_round,luxury_stage,full_stage_setup,65,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0774,birthday,hall,78,15.1,10,151,192000,2462,child,day,pink,colourful,colourful_cartoon,two_tier_floral,balloon_setup,two_side_tables,78,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0775,birthday,hall,185,18.5,12.9,238.7,323000,1746,child,night,purple,colourful,pastel_floral,three_tier_luxury,minimal_backdrop,full_stage_setup,185,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0776,graduation,restaurant,13,6.1,3.5,21.3,96000,7385,teenager,day,red,elegant,traditional_luxury,single_tier_round,flower_wall,single_cake_table,13,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0777,anniversary,hall,132,16.2,13.9,225.2,309000,2341,mixed,day,green,rustic,rustic_natural,three_tier_luxury,rustic_wood_setup,full_stage_setup,132,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0778,birthday,home,54,9.6,7,67.2,121000,2241,child,day,white,minimal,pastel_floral,two_tier_floral,minimal_backdrop,cake_and_dessert_table,54,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0779,wedding,outdoor,164,20.3,16.4,332.9,349000,2128,adult,night,gold,traditional,traditional_luxury,three_tier_luxury,balloon_setup,two_side_tables,164,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0780,anniversary,outdoor,13,6.4,5.5,35.2,73000,5615,adult,night,green,colourful,colourful_cartoon,single_tier_round,rustic_wood_setup,single_cake_table,13,bakesmart_rule_generator_v1,3,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0781,birthday,restaurant,90,12.6,8.6,108.4,221000,2456,child,night,pink,colourful,colourful_cartoon,two_tier_round,minimal_backdrop,two_side_tables,90,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0782,graduation,hall,17,5.8,4.2,24.4,48000,2824,adult,day,blue,minimal,colourful_cartoon,single_tier_round,balloon_setup,single_cake_table,17,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0783,anniversary,hall,104,11.8,10.5,123.9,488000,4692,adult,night,blue,elegant,modern_minimal,three_tier_luxury,flower_wall,two_side_tables,104,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0784,baby_shower,outdoor,84,12.4,11.2,138.9,268000,3190,adult,night,blue,elegant,pastel_floral,two_tier_round,balloon_setup,two_side_tables,84,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0785,baby_shower,outdoor,202,21.4,16.3,348.8,671000,3322,adult,night,gold,minimal,modern_minimal,three_tier_luxury,rustic_wood_setup,two_side_tables,202,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0786,birthday,hall,36,11.2,5.9,66.1,268000,7444,child,night,green,rustic,rustic_natural,single_tier_square,luxury_stage,full_stage_setup,36,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0787,birthday,hall,60,11.7,8.8,103,277000,4617,adult,night,mixed,colourful,colourful_cartoon,two_tier_floral,flower_wall,cake_and_dessert_table,60,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0788,birthday,outdoor,51,12.7,6.7,85.1,423000,8294,child,night,green,rustic,rustic_natural,two_tier_round,luxury_stage,full_stage_setup,51,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0789,birthday,home,60,9.7,7.9,76.6,257000,4283,teenager,night,purple,elegant,elegant_gold,two_tier_floral,flower_wall,cake_and_dessert_table,60,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0790,graduation,outdoor,78,14.8,10.2,151,239000,3064,adult,night,mixed,colourful,colourful_cartoon,two_tier_floral,balloon_setup,two_side_tables,78,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0791,birthday,hall,12,7.2,5.2,37.4,219000,18250,child,day,pink,colourful,colourful_cartoon,single_tier_round,luxury_stage,full_stage_setup,12,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0792,birthday,hall,50,12,6.7,80.4,386000,7720,child,day,pink,colourful,colourful_cartoon,two_tier_round,luxury_stage,full_stage_setup,50,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0793,anniversary,outdoor,22,8.9,5.5,49,241000,10955,adult,night,white,minimal,pastel_floral,single_tier_square,luxury_stage,full_stage_setup,22,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0794,birthday,restaurant,43,8.6,5.8,49.9,138000,3209,child,night,red,minimal,colourful_cartoon,two_tier_round,flower_wall,cake_and_dessert_table,43,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0795,birthday,hall,236,24.4,14,341.6,1878000,7958,teenager,night,blue,minimal,modern_minimal,three_tier_luxury,luxury_stage,full_stage_setup,236,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0796,anniversary,hall,25,8.8,6.1,53.7,65000,2600,adult,day,mixed,rustic,rustic_natural,single_tier_square,minimal_backdrop,single_cake_table,25,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0797,graduation,hall,10,6.1,5.1,31.1,71000,7100,teenager,day,blue,minimal,modern_minimal,single_tier_round,flower_wall,single_cake_table,10,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0798,birthday,home,91,11,9.8,107.8,311000,3418,teenager,day,blue,colourful,colourful_cartoon,two_tier_floral,rustic_wood_setup,two_side_tables,91,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0799,wedding,outdoor,104,16.7,13.2,220.4,478000,4596,mixed,day,gold,elegant,elegant_gold,two_tier_floral,flower_wall,two_side_tables,104,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0800,birthday,hall,19,7.5,5.6,42,67000,3526,adult,night,red,rustic,rustic_natural,single_tier_round,balloon_setup,single_cake_table,19,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0801,wedding,hall,110,16.7,8.9,148.6,219000,1991,adult,night,white,traditional,traditional_luxury,two_tier_floral,minimal_backdrop,full_stage_setup,110,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0802,graduation,restaurant,23,7,5.6,39.2,347000,15087,adult,day,white,rustic,rustic_natural,single_tier_round,luxury_stage,full_stage_setup,23,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0803,birthday,home,136,13.5,11.8,159.3,462000,3397,child,day,blue,minimal,modern_minimal,three_tier_luxury,rustic_wood_setup,two_side_tables,136,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0804,wedding,outdoor,66,14.3,7.8,111.5,130000,1970,mixed,day,white,minimal,pastel_floral,two_tier_round,balloon_setup,cake_and_dessert_table,66,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0805,graduation,home,217,18.9,10.3,194.7,765000,3525,teenager,day,green,traditional,traditional_luxury,three_tier_luxury,rustic_wood_setup,two_side_tables,217,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0806,birthday,home,176,17.7,11.2,198.2,514000,2920,adult,night,green,rustic,rustic_natural,three_tier_luxury,balloon_setup,two_side_tables,176,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0807,birthday,outdoor,68,12.9,8.2,105.8,119000,1750,adult,day,white,elegant,modern_minimal,two_tier_round,minimal_backdrop,cake_and_dessert_table,68,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0808,birthday,outdoor,88,16.2,8.6,139.3,467000,5307,mixed,day,blue,elegant,pastel_floral,two_tier_floral,flower_wall,two_side_tables,88,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0809,birthday,hall,205,18.7,12.9,241.2,1570000,7659,adult,day,blue,traditional,pastel_floral,three_tier_luxury,luxury_stage,full_stage_setup,205,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0810,baby_shower,restaurant,58,11.8,7.2,85,153000,2638,adult,day,white,rustic,rustic_natural,two_tier_round,minimal_backdrop,cake_and_dessert_table,58,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0811,birthday,home,71,11.8,7.9,93.2,112000,1577,teenager,night,white,minimal,pastel_floral,two_tier_round,balloon_setup,two_side_tables,71,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0812,graduation,hall,25,8.7,6.7,58.3,74000,2960,teenager,day,pink,colourful,colourful_cartoon,single_tier_round,minimal_backdrop,single_cake_table,25,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0813,anniversary,home,10,3.7,3.3,12.2,42000,4200,adult,night,white,elegant,modern_minimal,single_tier_round,balloon_setup,single_cake_table,10,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0814,wedding,restaurant,90,12.6,10.3,129.8,403000,4478,mixed,night,red,elegant,elegant_gold,two_tier_floral,flower_wall,two_side_tables,90,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0815,anniversary,outdoor,210,24.3,13.5,328.1,621000,2957,adult,day,green,minimal,modern_minimal,three_tier_luxury,balloon_setup,two_side_tables,210,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0816,wedding,outdoor,113,14.8,12.7,188,414000,3664,adult,night,green,elegant,traditional_luxury,two_tier_floral,rustic_wood_setup,two_side_tables,113,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0817,graduation,outdoor,85,15.8,11.6,183.3,317000,3729,teenager,day,mixed,elegant,modern_minimal,two_tier_round,rustic_wood_setup,two_side_tables,85,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0818,birthday,hall,83,12.7,10.5,133.4,149000,1795,adult,night,green,rustic,rustic_natural,two_tier_floral,balloon_setup,two_side_tables,83,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0819,anniversary,home,34,7.6,5.9,44.8,155000,4559,adult,night,green,minimal,modern_minimal,single_tier_square,rustic_wood_setup,cake_and_dessert_table,34,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0820,birthday,hall,182,20.4,13.2,269.3,713000,3918,child,night,green,traditional,traditional_luxury,three_tier_luxury,rustic_wood_setup,full_stage_setup,182,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
