candidate_id,commons_page_id,title,source_category,source_page_url,original_url,download_url,license,license_url,creator,credit,attribution_required,modifications,image_path,image_sha256,perceptual_hash,pixel_width,pixel_height,visual_venue_review,visual_people_review,rights_review,selection_status,review_notes
commons-venue-0029,178333690,File:'t Aygems Cafeetje - binnen 5 (Q134888692.jpg,Interiors of restaurants,https://commons.wikimedia.org/wiki/File:%27t_Aygems_Cafeetje_-_binnen_5_(Q134888692.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c7/%27t_Aygems_Cafeetje_-_binnen_5_%28Q134888692.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/%27t_Aygems_Cafeetje_-_binnen_5_%28Q134888692.jpg/500px-%27t_Aygems_Cafeetje_-_binnen_5_%28Q134888692.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,JanV1962,Own work,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0029.jpg,2dfcf8f4283b9ed438386a0762894a916e7b972ff13cc228d07e0436e9bd4e13,1e1edfb6b7b6b7b8,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0030,19307822,File:CTBTO International Scientific Studies 2009 - day 1 - Flickr - The Official CTBTO Photostream (13).jpg,Convention centers,https://commons.wikimedia.org/wiki/File:CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_(13).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f3/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2813%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2813%29.jpg/500px-CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2813%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,The Official CTBTO Photostream,CTBTO International Scientific Studies 2009 - day 1,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0030.jpg,32affa6b25707ce8bed492f17e5f9d16253c03b23c2a9ff64d4b5095b7ff3f53,3aa76f263794ae64,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0031,6751657,File:Bern Stadttheater Foyer.jpg,Foyers,https://commons.wikimedia.org/wiki/File:Bern_Stadttheater_Foyer.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Bern_Stadttheater_Foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Bern_Stadttheater_Foyer.jpg/500px-Bern_Stadttheater_Foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Photo: Andreas Praefcke,Self-photographed,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0031.jpg,ce58ed677f6cff82d0c30a8bf80e84e7cb8a4dea2ecdceb3a0a3bd1025be6f5a,91342d2b313338f8,500,375,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0032,42133404,"File:The old entrance hall to ""Gloddaeth"" near Conway - an ancient mansion belonging to the Hon. E. M. Ll. Mostyn M. P.jpeg",Banquet halls,https://commons.wikimedia.org/wiki/File:The_old_entrance_hall_to_%22Gloddaeth%22_near_Conway_-_an_ancient_mansion_belonging_to_the_Hon._E._M._Ll._Mostyn_M._P.jpeg,https://upload.wikimedia.org/wikipedia/commons/f/fe/The_old_entrance_hall_to_%22Gloddaeth%22_near_Conway_-_an_ancient_mansion_belonging_to_the_Hon._E._M._Ll._Mostyn_M._P.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/f/fe/The_old_entrance_hall_to_%22Gloddaeth%22_near_Conway_-_an_ancient_mansion_belonging_to_the_Hon._E._M._Ll._Mostyn_M._P.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,,Day & Son,This image is available from the National Library of Wales You can view this image in its original context on the NLW Catalogue,false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0032.jpg,c133576432c956148b0fb1cd90317cc15454db3d95ad241ef5cd0aa44c2edc8c,d403135b17032307,640,562,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0033,87221213,File:Emergenza coronavirus (49497695101).jpg,Meeting rooms,https://commons.wikimedia.org/wiki/File:Emergenza_coronavirus_(49497695101).jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/Emergenza_coronavirus_%2849497695101%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Emergenza_coronavirus_%2849497695101%29.jpg/500px-Emergenza_coronavirus_%2849497695101%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Dipartimento Protezione Civile from Italia,Emergenza coronavirus,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0033.jpg,e62a1ea105e3cb11d1c4acfceee8bc766aa209c2dbf01c97fbec822c13746766,21276b496cb4e1f0,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0034,17343759,File:Aoi osaki.jpg,Conference rooms,https://commons.wikimedia.org/wiki/File:Aoi_osaki.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Aoi_osaki.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Aoi_osaki.jpg/500px-Aoi_osaki.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,No machine-readable author provided. Fj6231 assumed (based on copyright claims).,No machine-readable source provided. Own work assumed (based on copyright claims).,false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0034.jpg,b59f8dfe10960bd20439947b87044b0ff78717f5af061d6e9332adfccb641e64,e0e8715ad8d89898,500,311,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0035,74147453,File:A tacky lamp at Trailer Park restaurant. (25989390132).jpg,Interiors of restaurants,https://commons.wikimedia.org/wiki/File:A_tacky_lamp_at_Trailer_Park_restaurant._(25989390132).jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/A_tacky_lamp_at_Trailer_Park_restaurant._%2825989390132%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/A_tacky_lamp_at_Trailer_Park_restaurant._%2825989390132%29.jpg/500px-A_tacky_lamp_at_Trailer_Park_restaurant._%2825989390132%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Billie Grace Ward from New York, USA",A tacky lamp at Trailer Park restaurant.,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0035.jpg,baffc5dac7b0852ef294f4664f615228b3fae7db8ff50efe5bec8ecb845ba719,6e7b73cce8e0f0f9,500,334,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0036,19307723,File:CTBTO International Scientific Studies 2009 - day 1 - Flickr - The Official CTBTO Photostream (2).jpg,Convention centers,https://commons.wikimedia.org/wiki/File:CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%282%29.jpg/500px-CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,The Official CTBTO Photostream,CTBTO International Scientific Studies 2009 - day 1,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0036.jpg,690586688e08c6dca48b20507b898aee8fe7fff9b96c563c129f69c9d1bd2765,373632727260e18c,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0037,182291972,File:Carl Witzmann Foyer des Scala Theaters in Wien.jpg,Foyers,https://commons.wikimedia.org/wiki/File:Carl_Witzmann_Foyer_des_Scala_Theaters_in_Wien.jpg,https://upload.wikimedia.org/wikipedia/commons/6/67/Carl_Witzmann_Foyer_des_Scala_Theaters_in_Wien.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Carl_Witzmann_Foyer_des_Scala_Theaters_in_Wien.jpg/500px-Carl_Witzmann_Foyer_des_Scala_Theaters_in_Wien.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,Carl Witzmann,Dorotheum : Info about artwork,false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0037.jpg,4af41d339a1de58a5d89247c71f909773ea2f6ca944581cfe75f5fb031beaec4,345853521c9e4c45,500,500,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0038,105544053,File:Fotos produzidas pelo Senado (51190599735).jpg,Meeting rooms,https://commons.wikimedia.org/wiki/File:Fotos_produzidas_pelo_Senado_(51190599735).jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Fotos_produzidas_pelo_Senado_%2851190599735%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Fotos_produzidas_pelo_Senado_%2851190599735%29.jpg/500px-Fotos_produzidas_pelo_Senado_%2851190599735%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Senado Federal from Brasilia, Brazil",Fotos produzidas pelo Senado,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0038.jpg,c5ff59bc5d77e89a6cbaeb97ef13c374b188d34f71da353c7ea18ea839ef0a2a,5c346041c78dcf2f,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0039,4784153,File:Bernerhof Chandelier Hall.jpg,Conference rooms,https://commons.wikimedia.org/wiki/File:Bernerhof_Chandelier_Hall.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a8/Bernerhof_Chandelier_Hall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Bernerhof_Chandelier_Hall.jpg/500px-Bernerhof_Chandelier_Hall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Sandstein,Own work,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0039.jpg,ecc26f97b3af340fc1a0371634133ba3d5004b0fcd8738035c16d25ad42207ef,555971674e6f6673,500,335,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0040,61911747,File:Alex Jones 2014-11-23 (Unsplash).jpg,Interiors of restaurants,https://commons.wikimedia.org/wiki/File:Alex_Jones_2014-11-23_(Unsplash).jpg,https://upload.wikimedia.org/wikipedia/commons/2/28/Alex_Jones_2014-11-23_%28Unsplash%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Alex_Jones_2014-11-23_%28Unsplash%29.jpg/500px-Alex_Jones_2014-11-23_%28Unsplash%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Alex Jones alexjones,https://unsplash.com/photos/v0_6jaOOjpk Image at the Wayback Machine Gallery at the Wayback Machine,false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0040.jpg,604057c427de92fafc3e45a09b93ec2f16a26389db9141399da03508f1d6925b,c8c4b4b8b0b4b4b0,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0041,19308572,File:CTBTO International Scientific Studies 2009 - day 1 - Flickr - The Official CTBTO Photostream (26).jpg,Convention centers,https://commons.wikimedia.org/wiki/File:CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_(26).jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2826%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2826%29.jpg/500px-CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2826%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,The Official CTBTO Photostream,CTBTO International Scientific Studies 2009 - day 1,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0041.jpg,0d0b536d12832f792547dd22327589f2eefcefca129ee8c9751df6b55000b4be,8e6ae190d1c1c382,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0042,8324723,File:Dallas Meyerson Center foyer.jpg,Foyers,https://commons.wikimedia.org/wiki/File:Dallas_Meyerson_Center_foyer.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Dallas_Meyerson_Center_foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Dallas_Meyerson_Center_foyer.jpg/500px-Dallas_Meyerson_Center_foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Photo: Andreas Praefcke,Self-photographed,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0042.jpg,53764344258057ef2cba894e31e6fcbe60f7a5e0952fa041ebca59862479e32b,e67bfbcbc77e76ed,500,341,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0043,69377824,File:Sala de Baile do Palácio da Presidência da República - Illustração Portugueza (27Nov1911).png,Ballrooms,https://commons.wikimedia.org/wiki/File:Sala_de_Baile_do_Pal%C3%A1cio_da_Presid%C3%AAncia_da_Rep%C3%BAblica_-_Illustra%C3%A7%C3%A3o_Portugueza_(27Nov1911).png,https://upload.wikimedia.org/wikipedia/commons/e/ec/Sala_de_Baile_do_Pal%C3%A1cio_da_Presid%C3%AAncia_da_Rep%C3%BAblica_-_Illustra%C3%A7%C3%A3o_Portugueza_%2827Nov1911%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/e/ec/Sala_de_Baile_do_Pal%C3%A1cio_da_Presid%C3%AAncia_da_Rep%C3%BAblica_-_Illustra%C3%A7%C3%A3o_Portugueza_%2827Nov1911%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,,Joshua Benoliel,"Hemeroteca Digital: ""Ilustração Portuguesa"", 2.ª série, n.º 301, 27 de Novembro de 1911",false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0043.jpg,cb12a5ce619d6a268cbcd526dae35f04415805e7f61f93d4c2482ac5a2761fd9,1c1d0e93b1d99939,640,468,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0044,4499922,"File:Reception counter in the Windsor Hotel, Montreal, QC, about 1890.jpg",Reception rooms,"https://commons.wikimedia.org/wiki/File:Reception_counter_in_the_Windsor_Hotel,_Montreal,_QC,_about_1890.jpg",https://upload.wikimedia.org/wikipedia/commons/2/22/Reception_counter_in_the_Windsor_Hotel%2C_Montreal%2C_QC%2C_about_1890.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/2/22/Reception_counter_in_the_Windsor_Hotel%2C_Montreal%2C_QC%2C_about_1890.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,,Wm. Notman & Son,This image is available from the McCord Stewart Museum under the access number VIEW-2223 This tag does not indicate the copyright status of the attached work. A normal copyright tag is still required. See Commons:Licensing for more information.,false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0044.jpg,8475314ac07797b41bd451d11169efe3bd3a9d9dded393382ae3c8a2cfbf1398,a2e12196b43e3a31,640,493,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0045,27213701,File:Fundatoriu salė Monte Pacis svetingumo komplekse.jpg,Meeting rooms,https://commons.wikimedia.org/wiki/File:Fundatoriu_sal%C4%97_Monte_Pacis_svetingumo_komplekse.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1f/Fundatoriu_sal%C4%97_Monte_Pacis_svetingumo_komplekse.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Fundatoriu_sal%C4%97_Monte_Pacis_svetingumo_komplekse.jpg/500px-Fundatoriu_sal%C4%97_Monte_Pacis_svetingumo_komplekse.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Monte Pacis,http://www.montepacis.lt/,false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0045.jpg,a4b45261f2bb035d324bfe97338bac9b5efe142d206c8f54175b13376af06878,71e4a6b3d3c36173,500,315,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0046,4784113,File:Bernerhof Large Salon.jpg,Conference rooms,https://commons.wikimedia.org/wiki/File:Bernerhof_Large_Salon.jpg,https://upload.wikimedia.org/wikipedia/commons/3/31/Bernerhof_Large_Salon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Bernerhof_Large_Salon.jpg/500px-Bernerhof_Large_Salon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Sandstein,Own work,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0046.jpg,c9940ca247de688043061c27242b1c5a023558e7ae79a27cd200b413ae3b940f,1f23a5a6a6a6a4e0,500,363,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0047,196509371,File:Browns Social House interior - Tofino Canada 2026.jpg,Interiors of restaurants,https://commons.wikimedia.org/wiki/File:Browns_Social_House_interior_-_Tofino_Canada_2026.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Browns_Social_House_interior_-_Tofino_Canada_2026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Browns_Social_House_interior_-_Tofino_Canada_2026.jpg/500px-Browns_Social_House_interior_-_Tofino_Canada_2026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Carter Lacey,Own work,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0047.jpg,b407b57519584daa8baad88a1cc9a651ca76dc252b72226fe72698a0013bd382,e7d793969c9c9c9c,500,375,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0048,19307737,File:CTBTO International Scientific Studies 2009 - day 1 - Flickr - The Official CTBTO Photostream (4).jpg,Convention centers,https://commons.wikimedia.org/wiki/File:CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_(4).jpg,https://upload.wikimedia.org/wikipedia/commons/9/99/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%284%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%284%29.jpg/500px-CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%284%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,The Official CTBTO Photostream,CTBTO International Scientific Studies 2009 - day 1,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0048.jpg,1bf5d2d483049c703f4aee44641db7779d6e7bf9be5ce21e5233b24e800e95c2,3137326260606262,500,333,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0049,33116940,File:Dock-street-threatre-lobby-sc1.jpg,Foyers,https://commons.wikimedia.org/wiki/File:Dock-street-threatre-lobby-sc1.jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/Dock-street-threatre-lobby-sc1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Dock-street-threatre-lobby-sc1.jpg/500px-Dock-street-threatre-lobby-sc1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Brian Stansberry,Own work,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0049.jpg,2e5edc26a4c50e05e66ae9b6b1c327ec1e98aba1750262c5fdfdf1d755b5dca7,c0c0628ec584a160,500,330,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0050,53972166,File:Armchair with flowers and bestlite lamp (8724495924).jpg,Living rooms,https://commons.wikimedia.org/wiki/File:Armchair_with_flowers_and_bestlite_lamp_(8724495924).jpg,https://upload.wikimedia.org/wikipedia/commons/0/0e/Armchair_with_flowers_and_bestlite_lamp_%288724495924%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/0/0e/Armchair_with_flowers_and_bestlite_lamp_%288724495924%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Wicker Paradise from New Rochelle, United States",#myhome#slettvoll#dorianmaxi#pillow#flower#wicker#basket#lamp#bestlite#bynord#vase# by @lindaheitmann1 was liked by the outdoor wicker furniture experts!,true,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0050.jpg,e9f1010f56c074ef2c29e6d3433f2c75d519d72109c1149d8673e4b7efe1f5a9,65838651116a1111,612,612,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
commons-venue-0051,6076935,File:Vomitorium.png,Event venues,https://commons.wikimedia.org/wiki/File:Vomitorium.png,https://upload.wikimedia.org/wikipedia/commons/6/69/Vomitorium.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/6/69/Vomitorium.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,,w:en:User:Dyfsunctional,"w:en:File:Vomitorium.png , where it was uploaded by w:en:User:Dyfsunctional with ""PD-self""; this tag on enwikipedia means Dysfunctional holds the copyright to the image and releases it into the PD.",false,resized to maximum 640 px; converted to RGB JPEG; EXIF removed,../raw/real_v2/images/commons-venue-0051.jpg,39779d08d7b93f82adefde1b391cc6a23b2b2358e4dcb6c0d9cf15e94fc589c8,3f9e79f2868dcc70,640,480,pending,pending,metadata_screen_passed_manual_review_pending,candidate_not_for_training,
