commons_page_id,title,source_category,source_page_url,original_url,download_url,license,license_url,creator,credit,automated_license_screen,training_status
52467959,"File:01398-Karlsbad-1899-Gärtners Hotel ""Nürnberger Hof"", Speisesaal-Brück & Sohn Kunstverlag.jpg",Dining rooms,"https://commons.wikimedia.org/wiki/File:01398-Karlsbad-1899-G%C3%A4rtners_Hotel_%22N%C3%BCrnberger_Hof%22,_Speisesaal-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg",https://upload.wikimedia.org/wikipedia/commons/2/22/01398-Karlsbad-1899-G%C3%A4rtners_Hotel_%22N%C3%BCrnberger_Hof%22%2C_Speisesaal-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/01398-Karlsbad-1899-G%C3%A4rtners_Hotel_%22N%C3%BCrnberger_Hof%22%2C_Speisesaal-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg/480px-01398-Karlsbad-1899-G%C3%A4rtners_Hotel_%22N%C3%BCrnberger_Hof%22%2C_Speisesaal-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Brück & Sohn Kunstverlag Meißen,Own work,passed,candidate_not_for_training
74791274,File:A-view-of-Ivan-Bratts-home-142461525240.jpg,Living rooms,https://commons.wikimedia.org/wiki/File:A-view-of-Ivan-Bratts-home-142461525240.jpg,https://upload.wikimedia.org/wikipedia/commons/1/15/A-view-of-Ivan-Bratts-home-142461525240.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/1/15/A-view-of-Ivan-Bratts-home-142461525240.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,,Unknown photographer,Åhlén & Åkerlund via IMS Vintage Photos,passed,candidate_not_for_training
16098145,File:Israel Batch 1 (104).JPG,Reception rooms,https://commons.wikimedia.org/wiki/File:Israel_Batch_1_(104).JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Israel_Batch_1_%28104%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Israel_Batch_1_%28104%29.JPG/480px-Israel_Batch_1_%28104%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,User:Mattes,Own work,passed,candidate_not_for_training
150948751,"File:Lagar de San Clemente, Moriles.jpg",Function rooms,"https://commons.wikimedia.org/wiki/File:Lagar_de_San_Clemente,_Moriles.jpg",https://upload.wikimedia.org/wikipedia/commons/2/2c/Lagar_de_San_Clemente%2C_Moriles.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Lagar_de_San_Clemente%2C_Moriles.jpg/480px-Lagar_de_San_Clemente%2C_Moriles.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,CFA1877,Own work,passed,candidate_not_for_training
173249983,"File:Chateau de Tourreau - Provence, France - Wedding Photography 01.jpg",Wedding venues,"https://commons.wikimedia.org/wiki/File:Chateau_de_Tourreau_-_Provence,_France_-_Wedding_Photography_01.jpg",https://upload.wikimedia.org/wikipedia/commons/a/ae/Chateau_de_Tourreau_-_Provence%2C_France_-_Wedding_Photography_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Chateau_de_Tourreau_-_Provence%2C_France_-_Wedding_Photography_01.jpg/480px-Chateau_de_Tourreau_-_Provence%2C_France_-_Wedding_Photography_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,StillMiracle,Own work,passed,candidate_not_for_training
112554608,File:Friends of Search Marketing Conference.jpg,Event venues,https://commons.wikimedia.org/wiki/File:Friends_of_Search_Marketing_Conference.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ad/Friends_of_Search_Marketing_Conference.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Friends_of_Search_Marketing_Conference.jpg/480px-Friends_of_Search_Marketing_Conference.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,delegateconnectimages,https://www.flickr.com/photos/193385443@N05/51295482212/,passed,candidate_not_for_training
22971931,File:Highlander Hotel lobby (6350025270).jpg,Hotel lobbies,https://commons.wikimedia.org/wiki/File:Highlander_Hotel_lobby_(6350025270).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Highlander_Hotel_lobby_%286350025270%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Highlander_Hotel_lobby_%286350025270%29.jpg/480px-Highlander_Hotel_lobby_%286350025270%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,eGuide Travel,Highlander Hotel lobby,passed,candidate_not_for_training
23615350,File:Acacia Ridge hall kitchen (6265419418).jpg,Community halls,https://commons.wikimedia.org/wiki/File:Acacia_Ridge_hall_kitchen_(6265419418).jpg,https://upload.wikimedia.org/wikipedia/commons/7/7e/Acacia_Ridge_hall_kitchen_%286265419418%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Acacia_Ridge_hall_kitchen_%286265419418%29.jpg/480px-Acacia_Ridge_hall_kitchen_%286265419418%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Brisbane City Council,Acacia Ridge hall kitchen,passed,candidate_not_for_training
86480089,File:Emergenza coronavirus (49469541262).jpg,Meeting rooms,https://commons.wikimedia.org/wiki/File:Emergenza_coronavirus_(49469541262).jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/Emergenza_coronavirus_%2849469541262%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Emergenza_coronavirus_%2849469541262%29.jpg/500px-Emergenza_coronavirus_%2849469541262%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Dipartimento Protezione Civile from Italia,Emergenza coronavirus,passed,candidate_not_for_training
161115114,File:202303musnh b facility022.jpg,Conference rooms,https://commons.wikimedia.org/wiki/File:202303musnh_b_facility022.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b5/202303musnh_b_facility022.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/202303musnh_b_facility022.jpg/500px-202303musnh_b_facility022.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,大阪市立自然史博物館 Osaka Museum of Natural History,https://www.flickr.com/photos/omnh/53576361806/,passed,candidate_not_for_training
178333094,File:'t Aygems Cafeetje - binnen 3 (Q134888692).jpg,Interiors of restaurants,https://commons.wikimedia.org/wiki/File:%27t_Aygems_Cafeetje_-_binnen_3_(Q134888692).jpg,https://upload.wikimedia.org/wikipedia/commons/4/4b/%27t_Aygems_Cafeetje_-_binnen_3_%28Q134888692%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/%27t_Aygems_Cafeetje_-_binnen_3_%28Q134888692%29.jpg/500px-%27t_Aygems_Cafeetje_-_binnen_3_%28Q134888692%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,JanV1962,Own work,passed,candidate_not_for_training
150956586,File:1934-02 OBRAS 09.jpg,Assembly halls,https://commons.wikimedia.org/wiki/File:1934-02_OBRAS_09.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4b/1934-02_OBRAS_09.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/1934-02_OBRAS_09.jpg/500px-1934-02_OBRAS_09.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,Unknown author Unknown author,Obras. Revista de la construcción,passed,candidate_not_for_training
19307807,File:CTBTO International Scientific Studies 2009 - day 1 - Flickr - The Official CTBTO Photostream (12).jpg,Convention centers,https://commons.wikimedia.org/wiki/File:CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_(12).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2812%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2812%29.jpg/500px-CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2812%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,The Official CTBTO Photostream,CTBTO International Scientific Studies 2009 - day 1,passed,candidate_not_for_training
6873029,File:Basel Theater Foyer.jpg,Foyers,https://commons.wikimedia.org/wiki/File:Basel_Theater_Foyer.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/Basel_Theater_Foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Basel_Theater_Foyer.jpg/500px-Basel_Theater_Foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Photo: Andreas Praefcke,Self-photographed,passed,candidate_not_for_training
16033176,File:Rosvalla Event Center.jpg,Exhibition halls,https://commons.wikimedia.org/wiki/File:Rosvalla_Event_Center.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4b/Rosvalla_Event_Center.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Rosvalla_Event_Center.jpg/500px-Rosvalla_Event_Center.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,TS Eriksson,Own work,passed,candidate_not_for_training
157438285,"File:Members of the Libby Salmon Division attending a banquet, Alaska, 1920s (AL+CA 5010).jpg",Banquet halls,"https://commons.wikimedia.org/wiki/File:Members_of_the_Libby_Salmon_Division_attending_a_banquet,_Alaska,_1920s_(AL%2BCA_5010).jpg",https://upload.wikimedia.org/wikipedia/commons/b/bf/Members_of_the_Libby_Salmon_Division_attending_a_banquet%2C_Alaska%2C_1920s_%28AL%2BCA_5010%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/b/bf/Members_of_the_Libby_Salmon_Division_attending_a_banquet%2C_Alaska%2C_1920s_%28AL%2BCA_5010%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,,Webster and Stevens,"Alaska, Western Canada and United States Collection",passed,candidate_not_for_training
163828855,"File:De dansvloer van het stoomschip Lapland, asset P1GXV6TzZaaZQlYRQlVXX4jW.jpg",Ballrooms,"https://commons.wikimedia.org/wiki/File:De_dansvloer_van_het_stoomschip_Lapland,_asset_P1GXV6TzZaaZQlYRQlVXX4jW.jpg",https://upload.wikimedia.org/wikipedia/commons/b/ba/De_dansvloer_van_het_stoomschip_Lapland%2C_asset_P1GXV6TzZaaZQlYRQlVXX4jW.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/De_dansvloer_van_het_stoomschip_Lapland%2C_asset_P1GXV6TzZaaZQlYRQlVXX4jW.jpg/480px-De_dansvloer_van_het_stoomschip_Lapland%2C_asset_P1GXV6TzZaaZQlYRQlVXX4jW.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,Unknown author Unknown author,https://dams.antwerpen.be/asset/P1GXV6TzZaaZQlYRQlVXX4jW,passed,candidate_not_for_training
52482429,File:01418-Karlsbad-1899-Speisesaal Hotel Nürnberger Hof-Brück & Sohn Kunstverlag.jpg,Dining rooms,https://commons.wikimedia.org/wiki/File:01418-Karlsbad-1899-Speisesaal_Hotel_N%C3%BCrnberger_Hof-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e9/01418-Karlsbad-1899-Speisesaal_Hotel_N%C3%BCrnberger_Hof-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/01418-Karlsbad-1899-Speisesaal_Hotel_N%C3%BCrnberger_Hof-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg/480px-01418-Karlsbad-1899-Speisesaal_Hotel_N%C3%BCrnberger_Hof-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Brück & Sohn Kunstverlag Meißen,Own work,passed,candidate_not_for_training
29048969,File:A. B. Chase piano on the wall.jpg,Living rooms,https://commons.wikimedia.org/wiki/File:A._B._Chase_piano_on_the_wall.jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/A._B._Chase_piano_on_the_wall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/A._B._Chase_piano_on_the_wall.jpg/480px-A._B._Chase_piano_on_the_wall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Chad Johnson from Lake Linden, MI, USA",The piano,passed,candidate_not_for_training
186688280,"File:Nicosia, Cyprus, Ottoman house, reception room.jpg",Reception rooms,"https://commons.wikimedia.org/wiki/File:Nicosia,_Cyprus,_Ottoman_house,_reception_room.jpg",https://upload.wikimedia.org/wikipedia/commons/0/0c/Nicosia%2C_Cyprus%2C_Ottoman_house%2C_reception_room.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Nicosia%2C_Cyprus%2C_Ottoman_house%2C_reception_room.jpg/480px-Nicosia%2C_Cyprus%2C_Ottoman_house%2C_reception_room.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Gerda Arendt,Own work,passed,candidate_not_for_training
173249982,"File:Chateau de Tourreau - Provence, France - Wedding Photography 02.jpg",Wedding venues,"https://commons.wikimedia.org/wiki/File:Chateau_de_Tourreau_-_Provence,_France_-_Wedding_Photography_02.jpg",https://upload.wikimedia.org/wikipedia/commons/b/b7/Chateau_de_Tourreau_-_Provence%2C_France_-_Wedding_Photography_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Chateau_de_Tourreau_-_Provence%2C_France_-_Wedding_Photography_02.jpg/480px-Chateau_de_Tourreau_-_Provence%2C_France_-_Wedding_Photography_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,StillMiracle,Own work,passed,candidate_not_for_training
165242285,File:MC-0273 (003).jpg,Event venues,https://commons.wikimedia.org/wiki/File:MC-0273_(003).jpg,https://upload.wikimedia.org/wikipedia/commons/6/66/MC-0273_%28003%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/MC-0273_%28003%29.jpg/480px-MC-0273_%28003%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,MC34NYC,Own work,passed,candidate_not_for_training
65165000,File:IMG 20170717-hotel-mirage-lobby-struga-2017.jpg,Hotel lobbies,https://commons.wikimedia.org/wiki/File:IMG_20170717-hotel-mirage-lobby-struga-2017.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/IMG_20170717-hotel-mirage-lobby-struga-2017.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/IMG_20170717-hotel-mirage-lobby-struga-2017.jpg/480px-IMG_20170717-hotel-mirage-lobby-struga-2017.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Rakoon,Own work,passed,candidate_not_for_training
23615360,File:Acacia Ridge Hall viewed from Cooley Street (6264877917).jpg,Community halls,https://commons.wikimedia.org/wiki/File:Acacia_Ridge_Hall_viewed_from_Cooley_Street_(6264877917).jpg,https://upload.wikimedia.org/wikipedia/commons/6/61/Acacia_Ridge_Hall_viewed_from_Cooley_Street_%286264877917%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Acacia_Ridge_Hall_viewed_from_Cooley_Street_%286264877917%29.jpg/480px-Acacia_Ridge_Hall_viewed_from_Cooley_Street_%286264877917%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Brisbane City Council,Acacia Ridge Hall viewed from Cooley Street,passed,candidate_not_for_training
86480093,File:Emergenza coronavirus (49469541532).jpg,Meeting rooms,https://commons.wikimedia.org/wiki/File:Emergenza_coronavirus_(49469541532).jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Emergenza_coronavirus_%2849469541532%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Emergenza_coronavirus_%2849469541532%29.jpg/500px-Emergenza_coronavirus_%2849469541532%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Dipartimento Protezione Civile from Italia,Emergenza coronavirus,passed,candidate_not_for_training
132678521,File:230605-D-TT977-0243.jpg,Conference rooms,https://commons.wikimedia.org/wiki/File:230605-D-TT977-0243.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2e/230605-D-TT977-0243.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/230605-D-TT977-0243.jpg/500px-230605-D-TT977-0243.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,U.S. Secretary of Defense,https://www.flickr.com/photos/68842444@N03/52952055659/,passed,candidate_not_for_training
178333690,File:'t Aygems Cafeetje - binnen 5 (Q134888692.jpg,Interiors of restaurants,https://commons.wikimedia.org/wiki/File:%27t_Aygems_Cafeetje_-_binnen_5_(Q134888692.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c7/%27t_Aygems_Cafeetje_-_binnen_5_%28Q134888692.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/%27t_Aygems_Cafeetje_-_binnen_5_%28Q134888692.jpg/500px-%27t_Aygems_Cafeetje_-_binnen_5_%28Q134888692.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,JanV1962,Own work,passed,candidate_not_for_training
19307822,File:CTBTO International Scientific Studies 2009 - day 1 - Flickr - The Official CTBTO Photostream (13).jpg,Convention centers,https://commons.wikimedia.org/wiki/File:CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_(13).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f3/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2813%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2813%29.jpg/500px-CTBTO_International_Scientific_Studies_2009_-_day_1_-_Flickr_-_The_Official_CTBTO_Photostream_%2813%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,The Official CTBTO Photostream,CTBTO International Scientific Studies 2009 - day 1,passed,candidate_not_for_training
6751657,File:Bern Stadttheater Foyer.jpg,Foyers,https://commons.wikimedia.org/wiki/File:Bern_Stadttheater_Foyer.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Bern_Stadttheater_Foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Bern_Stadttheater_Foyer.jpg/500px-Bern_Stadttheater_Foyer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Photo: Andreas Praefcke,Self-photographed,passed,candidate_not_for_training
42133404,"File:The old entrance hall to ""Gloddaeth"" near Conway - an ancient mansion belonging to the Hon. E. M. Ll. Mostyn M. P.jpeg",Banquet halls,https://commons.wikimedia.org/wiki/File:The_old_entrance_hall_to_%22Gloddaeth%22_near_Conway_-_an_ancient_mansion_belonging_to_the_Hon._E._M._Ll._Mostyn_M._P.jpeg,https://upload.wikimedia.org/wikipedia/commons/f/fe/The_old_entrance_hall_to_%22Gloddaeth%22_near_Conway_-_an_ancient_mansion_belonging_to_the_Hon._E._M._Ll._Mostyn_M._P.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/f/fe/The_old_entrance_hall_to_%22Gloddaeth%22_near_Conway_-_an_ancient_mansion_belonging_to_the_Hon._E._M._Ll._Mostyn_M._P.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,,Day & Son,This image is available from the National Library of Wales You can view this image in its original context on the NLW Catalogue,passed,candidate_not_for_training
17394510,File:Heritage day 2011 gnangarra-10.jpg,Ballrooms,https://commons.wikimedia.org/wiki/File:Heritage_day_2011_gnangarra-10.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/Heritage_day_2011_gnangarra-10.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Heritage_day_2011_gnangarra-10.jpg/480px-Heritage_day_2011_gnangarra-10.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.5 au,https://creativecommons.org/licenses/by/2.5/au/deed.en,User:Gnangarra,Own work,passed,candidate_not_for_training
52482431,File:01419-Karlsbad-1899-Speisesaal Hotel Nürnberger Hof-Brück & Sohn Kunstverlag.jpg,Dining rooms,https://commons.wikimedia.org/wiki/File:01419-Karlsbad-1899-Speisesaal_Hotel_N%C3%BCrnberger_Hof-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/01419-Karlsbad-1899-Speisesaal_Hotel_N%C3%BCrnberger_Hof-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/01419-Karlsbad-1899-Speisesaal_Hotel_N%C3%BCrnberger_Hof-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg/480px-01419-Karlsbad-1899-Speisesaal_Hotel_N%C3%BCrnberger_Hof-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Brück & Sohn Kunstverlag Meißen,Own work,passed,candidate_not_for_training
3267126,File:AlberoNataleLor.JPG,Living rooms,https://commons.wikimedia.org/wiki/File:AlberoNataleLor.JPG,https://upload.wikimedia.org/wikipedia/commons/8/89/AlberoNataleLor.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/AlberoNataleLor.JPG/480px-AlberoNataleLor.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,Loroli,Own work,passed,candidate_not_for_training
8473524,File:Park receptionarea 1.jpg,Reception rooms,https://commons.wikimedia.org/wiki/File:Park_receptionarea_1.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Park_receptionarea_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Park_receptionarea_1.jpg/480px-Park_receptionarea_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,,Smbre,Fotograf Stig Morten Bredvei,passed,candidate_not_for_training
134698324,File:CommelliniEstateNorthFace.jpg,Wedding venues,https://commons.wikimedia.org/wiki/File:CommelliniEstateNorthFace.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/CommelliniEstateNorthFace.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/CommelliniEstateNorthFace.jpg/480px-CommelliniEstateNorthFace.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,T85cr1ft19m1n,Own work,passed,candidate_not_for_training
